Year,State,Food-at-home per capita sales without taxes and tips (nominal U.S. dollars),Food-away-from-home per capita sales without taxes and tips (nominal U.S. dollars),Total food per capita sales without taxes and tips (nominal U.S. dollars),Food-at-home per capita sales without taxes and tips (constant U.S. dollars (1988=100)),Food-away-from-home per capita sales without taxes and tips (constant U.S. dollars (1988=100)),Total food per capita sales without taxes and tips (constant U.S. dollars (1988=100))
2002,District of Columbia," 1,049.88 "," 3,101.86 "," 4,151.74 ", 707.89 ," 2,109.27 "," 2,817.16 "
2003,District of Columbia," 1,139.07 "," 3,285.59 "," 4,424.66 ", 751.79 ," 2,182.08 "," 2,933.87 "
2004,District of Columbia," 1,185.13 "," 3,534.33 "," 4,719.46 ", 752.52 ," 2,276.85 "," 3,029.37 "
2005,District of Columbia," 1,124.48 "," 3,816.87 "," 4,941.35 ", 699.77 ," 2,389.69 "," 3,089.46 "
2006,District of Columbia," 1,185.72 "," 3,954.66 "," 5,140.38 ", 723.84 ," 2,402.24 "," 3,126.08 "
2007,District of Columbia," 1,245.56 "," 4,124.89 "," 5,370.45 ", 729.76 ," 2,422.88 "," 3,152.64 "
2008,District of Columbia," 1,354.92 "," 4,251.85 "," 5,606.77 ", 743.82 ," 2,387.55 "," 3,131.37 "
2009,District of Columbia," 1,345.47 "," 4,141.26 "," 5,486.73 ", 733.05 ," 2,243.99 "," 2,977.04 "
2010,District of Columbia," 1,431.61 "," 4,184.03 "," 5,615.64 ", 775.42 ," 2,238.63 "," 3,014.05 "
2011,District of Columbia," 1,497.36 "," 4,389.89 "," 5,887.25 ", 771.54 ," 2,297.67 "," 3,069.21 "
2012,District of Columbia," 1,507.41 "," 4,583.45 "," 6,090.86 ", 756.29 ," 2,334.74 "," 3,091.03 "
2013,District of Columbia," 1,513.83 "," 4,616.87 "," 6,130.70 ", 750.59 ," 2,298.99 "," 3,049.58 "
2014,District of Columbia," 1,700.48 "," 4,839.66 "," 6,540.14 ", 823.08 ," 2,354.48 "," 3,177.56 "
2015,District of Columbia," 1,760.79 "," 5,203.53 "," 6,964.32 ", 843.56 ," 2,456.53 "," 3,300.09 "
2016,District of Columbia," 1,791.73 "," 5,349.42 "," 7,141.15 ", 870.75 ," 2,475.92 "," 3,346.67 "
2017,District of Columbia," 1,877.41 "," 5,574.59 "," 7,452.00 ", 914.42 ," 2,529.21 "," 3,443.63 "
2018,District of Columbia," 1,909.28 "," 5,816.02 "," 7,725.30 ", 927.17 ," 2,584.21 "," 3,511.38 "
2019,District of Columbia," 1,947.74 "," 6,057.39 "," 8,005.13 ", 939.39 ," 2,611.18 "," 3,550.57 "
2020,District of Columbia," 2,104.45 "," 4,143.88 "," 6,248.33 ", 980.46 ," 1,738.84 "," 2,719.30 "
2021,District of Columbia," 2,255.66 "," 5,188.22 "," 7,443.88 "," 1,016.02 "," 2,096.01 "," 3,112.03 "
2022,District of Columbia," 2,614.74 "," 7,041.98 "," 9,656.72 "," 1,057.43 "," 2,639.78 "," 3,697.21 "
2023,District of Columbia," 2,751.54 "," 8,543.69 "," 11,295.23 "," 1,056.31 "," 2,990.02 "," 4,046.33 "
2024,District of Columbia," 2,868.72 "," 9,516.00 "," 12,384.72 "," 1,087.76 "," 3,205.73 "," 4,293.49 "
1997,Florida," 1,502.79 "," 1,186.39 "," 2,689.18 "," 1,117.66 ", 911.01 ," 2,028.67 "
1998,Florida," 1,544.22 "," 1,231.65 "," 2,775.87 "," 1,131.71 ", 921.48 ," 2,053.19 "
1999,Florida," 1,623.03 "," 1,274.41 "," 2,897.44 "," 1,170.90 ", 930.71 ," 2,101.61 "
2000,Florida," 1,596.75 "," 1,279.33 "," 2,876.08 "," 1,121.81 ", 913.59 ," 2,035.40 "
2001,Florida," 1,627.44 "," 1,325.25 "," 2,952.69 "," 1,111.58 ", 921.65 ," 2,033.23 "
2002,Florida," 1,602.68 "," 1,358.31 "," 2,960.99 "," 1,080.61 ", 923.65 ," 2,004.26 "
2003,Florida," 1,630.06 "," 1,407.73 "," 3,037.79 "," 1,075.84 ", 934.92 ," 2,010.76 "
2004,Florida," 1,728.28 "," 1,513.12 "," 3,241.40 "," 1,097.40 ", 974.77 ," 2,072.17 "
2005,Florida," 1,769.45 "," 1,589.76 "," 3,359.21 "," 1,101.14 ", 995.33 ," 2,096.47 "
2006,Florida," 1,848.33 "," 1,657.94 "," 3,506.27 "," 1,128.34 "," 1,007.11 "," 2,135.45 "
2007,Florida," 1,910.08 "," 1,726.37 "," 3,636.45 "," 1,119.10 "," 1,014.03 "," 2,133.13 "
2008,Florida," 1,971.86 "," 1,766.74 "," 3,738.60 "," 1,082.51 ", 992.08 ," 2,074.59 "
2009,Florida," 1,898.29 "," 1,720.67 "," 3,618.96 "," 1,034.25 ", 932.36 ," 1,966.61 "
2010,Florida," 1,951.60 "," 1,769.50 "," 3,721.10 "," 1,057.07 ", 946.76 ," 2,003.83 "
2011,Florida," 2,064.32 "," 1,884.93 "," 3,949.25 "," 1,063.68 ", 986.58 ," 2,050.26 "
2012,Florida," 2,110.36 "," 1,984.99 "," 4,095.35 "," 1,058.80 "," 1,011.12 "," 2,069.92 "
2013,Florida," 2,154.04 "," 2,100.96 "," 4,255.00 "," 1,068.02 "," 1,046.18 "," 2,114.20 "
2014,Florida," 2,250.39 "," 2,260.18 "," 4,510.57 "," 1,089.24 "," 1,099.57 "," 2,188.81 "
2015,Florida," 2,303.16 "," 2,452.06 "," 4,755.22 "," 1,103.40 "," 1,157.59 "," 2,260.99 "
2016,Florida," 2,320.35 "," 2,583.73 "," 4,904.08 "," 1,127.65 "," 1,195.85 "," 2,323.50 "
2017,Florida," 2,380.62 "," 2,712.01 "," 5,092.63 "," 1,159.52 "," 1,230.45 "," 2,389.97 "
2018,Florida," 2,470.63 "," 2,824.37 "," 5,295.00 "," 1,199.77 "," 1,254.94 "," 2,454.71 "
2019,Florida," 2,507.78 "," 2,933.89 "," 5,441.67 "," 1,209.49 "," 1,264.72 "," 2,474.21 "
2020,Florida," 2,690.33 "," 2,591.55 "," 5,281.88 "," 1,253.43 "," 1,087.46 "," 2,340.89 "
2021,Florida," 2,857.46 "," 3,267.78 "," 6,125.24 "," 1,287.08 "," 1,320.16 "," 2,607.24 "
2022,Florida," 3,139.56 "," 3,590.87 "," 6,730.43 "," 1,269.67 "," 1,346.09 "," 2,615.76 "
2023,Florida," 3,193.93 "," 3,806.56 "," 7,000.49 "," 1,226.14 "," 1,332.18 "," 2,558.32 "
2024,Florida," 3,261.68 "," 3,884.61 "," 7,146.29 "," 1,236.77 "," 1,308.64 "," 2,545.41 "
1997,Georgia," 1,289.76 "," 1,137.05 "," 2,426.81 ", 959.22 , 873.12 ," 1,832.34 "
1998,Georgia," 1,315.35 "," 1,180.63 "," 2,495.98 ", 963.98 , 883.31 ," 1,847.29 "
1999,Georgia," 1,385.44 "," 1,239.97 "," 2,625.41 ", 999.49 , 905.56 ," 1,905.05 "
2000,Georgia," 1,398.63 "," 1,256.04 "," 2,654.67 ", 982.61 , 896.96 ," 1,879.57 "
2001,Georgia," 1,407.03 "," 1,272.94 "," 2,679.97 ", 961.04 , 885.27 ," 1,846.31 "
2002,Georgia," 1,380.28 "," 1,323.27 "," 2,703.55 ", 930.66 , 899.82 ," 1,830.48 "
2003,Georgia," 1,428.87 "," 1,403.16 "," 2,832.03 ", 943.05 , 931.89 ," 1,874.94 "
2004,Georgia," 1,482.29 "," 1,488.37 "," 2,970.66 ", 941.20 , 958.83 ," 1,900.03 "
2005,Georgia," 1,674.90 "," 1,565.09 "," 3,239.99 "," 1,042.30 ", 979.88 ," 2,022.18 "
2006,Georgia," 1,749.72 "," 1,634.06 "," 3,383.78 "," 1,068.14 ", 992.60 ," 2,060.74 "
2007,Georgia," 1,823.60 "," 1,696.54 "," 3,520.14 "," 1,068.44 ", 996.52 ," 2,064.96 "
2008,Georgia," 1,871.33 "," 1,711.18 "," 3,582.51 "," 1,027.32 ", 960.88 ," 1,988.20 "
2009,Georgia," 1,809.41 "," 1,677.16 "," 3,486.57 ", 985.83 , 908.79 ," 1,894.62 "
2010,Georgia," 1,852.50 "," 1,689.15 "," 3,541.65 "," 1,003.40 ", 903.77 ," 1,907.17 "
2011,Georgia," 1,980.26 "," 1,765.26 "," 3,745.52 "," 1,020.37 ", 923.94 ," 1,944.31 "
2012,Georgia," 2,032.07 "," 1,834.57 "," 3,866.64 "," 1,019.52 ", 934.50 ," 1,954.02 "
2013,Georgia," 2,126.16 "," 1,951.20 "," 4,077.36 "," 1,054.19 ", 971.61 ," 2,025.80 "
2014,Georgia," 2,242.28 "," 2,092.07 "," 4,334.35 "," 1,085.32 "," 1,017.78 "," 2,103.10 "
2015,Georgia," 2,279.76 "," 2,274.39 "," 4,554.15 "," 1,092.19 "," 1,073.71 "," 2,165.90 "
2016,Georgia," 2,316.09 "," 2,413.08 "," 4,729.17 "," 1,125.58 "," 1,116.87 "," 2,242.45 "
2017,Georgia," 2,427.14 "," 2,560.48 "," 4,987.62 "," 1,182.18 "," 1,161.70 "," 2,343.88 "
2018,Georgia," 2,499.31 "," 2,660.18 "," 5,159.49 "," 1,213.70 "," 1,181.99 "," 2,395.69 "
2019,Georgia," 2,566.28 "," 2,776.94 "," 5,343.22 "," 1,237.71 "," 1,197.07 "," 2,434.78 "
2020,Georgia," 2,742.34 "," 2,529.39 "," 5,271.73 "," 1,277.66 "," 1,061.37 "," 2,339.03 "
2021,Georgia," 2,916.07 "," 3,010.15 "," 5,926.22 "," 1,313.48 "," 1,216.08 "," 2,529.56 "
2022,Georgia," 3,174.75 "," 3,366.04 "," 6,540.79 "," 1,283.91 "," 1,261.80 "," 2,545.71 "
2023,Georgia," 3,213.24 "," 3,546.13 "," 6,759.37 "," 1,233.55 "," 1,241.03 "," 2,474.58 "
2024,Georgia," 3,265.20 "," 3,632.59 "," 6,897.79 "," 1,238.10 "," 1,223.74 "," 2,461.84 "
1997,Hawaii," 1,357.57 "," 1,952.15 "," 3,309.72 ", 970.65 ," 1,523.57 "," 2,494.22 "
1998,Hawaii," 1,333.49 "," 2,030.64 "," 3,364.13 ", 925.02 ," 1,543.59 "," 2,468.61 "
1999,Hawaii," 1,347.45 "," 2,151.20 "," 3,498.65 ", 916.14 ," 1,600.71 "," 2,516.85 "
2000,Hawaii," 1,338.59 "," 2,292.33 "," 3,630.92 ", 891.88 ," 1,668.42 "," 2,560.30 "
2001,Hawaii," 1,395.43 "," 2,297.32 "," 3,692.75 ", 892.46 ," 1,620.84 "," 2,513.30 "
2002,Hawaii," 1,424.54 "," 2,323.71 "," 3,748.25 ", 894.37 ," 1,587.12 "," 2,481.49 "
2003,Hawaii," 1,448.05 "," 2,440.22 "," 3,888.27 ", 885.25 ," 1,635.00 "," 2,520.25 "
2004,Hawaii," 1,522.45 "," 2,619.25 "," 4,141.70 ", 897.28 ," 1,702.59 "," 2,599.87 "
2005,Hawaii," 1,598.29 "," 2,728.88 "," 4,327.17 ", 933.47 ," 1,712.52 "," 2,645.99 "
2006,Hawaii," 1,638.34 "," 2,851.26 "," 4,489.60 ", 945.48 ," 1,738.33 "," 2,683.81 "
2007,Hawaii," 1,718.26 "," 2,958.52 "," 4,676.78 ", 947.01 ," 1,741.30 "," 2,688.31 "
2008,Hawaii," 1,836.23 "," 2,971.54 "," 4,807.77 ", 953.22 ," 1,684.88 "," 2,638.10 "
2009,Hawaii," 1,851.22 "," 2,893.41 "," 4,744.63 ", 968.05 ," 1,591.00 "," 2,559.05 "
2010,Hawaii," 1,906.73 "," 2,928.55 "," 4,835.28 "," 1,003.10 "," 1,591.65 "," 2,594.75 "
2011,Hawaii," 2,005.97 "," 3,103.67 "," 5,109.64 "," 1,006.14 "," 1,649.80 "," 2,655.94 "
2012,Hawaii," 2,036.75 "," 3,218.08 "," 5,254.83 "," 1,003.48 "," 1,659.83 "," 2,663.31 "
2013,Hawaii," 2,059.77 "," 3,325.84 "," 5,385.61 "," 1,005.81 "," 1,680.03 "," 2,685.84 "
2014,Hawaii," 2,112.31 "," 3,542.16 "," 5,654.47 "," 1,003.45 "," 1,746.15 "," 2,749.60 "
2015,Hawaii," 2,166.12 "," 3,808.90 "," 5,975.02 "," 1,012.05 "," 1,825.18 "," 2,837.23 "
2016,Hawaii," 2,209.46 "," 4,026.00 "," 6,235.46 "," 1,044.29 "," 1,867.91 "," 2,912.20 "
2017,Hawaii," 2,260.11 "," 4,328.46 "," 6,588.57 "," 1,071.54 "," 1,944.50 "," 3,016.04 "
2018,Hawaii," 2,433.18 "," 4,514.10 "," 6,947.28 "," 1,148.58 "," 1,961.09 "," 3,109.67 "
2019,Hawaii," 2,556.12 "," 4,767.89 "," 7,324.01 "," 1,188.50 "," 2,000.22 "," 3,188.72 "
2020,Hawaii," 2,601.31 "," 3,398.33 "," 5,999.64 "," 1,163.13 "," 1,363.22 "," 2,526.35 "
2021,Hawaii," 2,823.29 "," 4,526.30 "," 7,349.59 "," 1,209.62 "," 1,731.28 "," 2,940.90 "
2022,Hawaii," 3,157.03 "," 5,433.72 "," 8,590.75 "," 1,214.15 "," 1,937.24 "," 3,151.39 "
2023,Hawaii," 3,172.23 "," 6,069.82 "," 9,242.05 "," 1,166.03 "," 2,013.97 "," 3,180.00 "
2024,Hawaii," 3,178.96 "," 6,427.98 "," 9,606.94 "," 1,152.38 "," 2,038.55 "," 3,190.93 "
1997,Idaho," 1,402.55 ", 887.92 ," 2,290.47 "," 1,002.81 ", 692.98 ," 1,695.79 "
1998,Idaho," 1,440.19 ", 928.16 ," 2,368.35 ", 999.03 , 705.54 ," 1,704.57 "
1999,Idaho," 1,530.17 ", 950.22 ," 2,480.39 "," 1,040.37 ", 707.06 ," 1,747.43 "
2000,Idaho," 1,559.85 ", 993.38 ," 2,553.23 "," 1,039.30 ", 723.00 ," 1,762.30 "
2001,Idaho," 1,596.06 "," 1,023.83 "," 2,619.89 "," 1,020.78 ", 722.35 ," 1,743.13 "
2002,Idaho," 1,604.49 "," 1,040.63 "," 2,645.12 "," 1,007.35 ", 710.76 ," 1,718.11 "
2003,Idaho," 1,644.20 "," 1,083.16 "," 2,727.36 "," 1,005.17 ", 725.74 ," 1,730.91 "
2004,Idaho," 1,697.48 "," 1,126.92 "," 2,824.40 "," 1,000.44 ", 732.53 ," 1,732.97 "
2005,Idaho," 1,786.79 "," 1,188.31 "," 2,975.10 "," 1,043.56 ", 745.73 ," 1,789.29 "
2006,Idaho," 1,867.67 "," 1,242.20 "," 3,109.87 "," 1,077.82 ", 757.33 ," 1,835.15 "
2007,Idaho," 1,941.57 "," 1,306.22 "," 3,247.79 "," 1,070.08 ", 768.80 ," 1,838.88 "
2008,Idaho," 2,046.89 "," 1,328.75 "," 3,375.64 "," 1,062.58 ", 753.40 ," 1,815.98 "
2009,Idaho," 1,949.01 "," 1,264.23 "," 3,213.24 "," 1,019.19 ", 695.16 ," 1,714.35 "
2010,Idaho," 1,959.62 "," 1,269.03 "," 3,228.65 "," 1,030.92 ", 689.71 ," 1,720.63 "
2011,Idaho," 2,031.87 "," 1,329.31 "," 3,361.18 "," 1,019.13 ", 706.61 ," 1,725.74 "
2012,Idaho," 2,123.26 "," 1,378.49 "," 3,501.75 "," 1,046.10 ", 711.00 ," 1,757.10 "
2013,Idaho," 2,206.39 "," 1,453.47 "," 3,659.86 "," 1,077.41 ", 734.21 ," 1,811.62 "
2014,Idaho," 2,305.03 "," 1,556.78 "," 3,861.81 "," 1,095.00 ", 767.44 ," 1,862.44 "
2015,Idaho," 2,362.34 "," 1,703.17 "," 4,065.51 "," 1,103.73 ", 816.14 ," 1,919.87 "
2016,Idaho," 2,379.98 "," 1,823.04 "," 4,203.02 "," 1,124.88 ", 845.82 ," 1,970.70 "
2017,Idaho," 2,481.36 "," 1,934.85 "," 4,416.21 "," 1,176.44 ", 869.20 ," 2,045.64 "
2018,Idaho," 2,542.36 "," 2,029.73 "," 4,572.09 "," 1,200.12 ", 881.79 ," 2,081.91 "
2019,Idaho," 2,661.58 "," 2,137.93 "," 4,799.51 "," 1,237.53 ", 896.90 ," 2,134.43 "
2020,Idaho," 2,845.38 "," 2,040.89 "," 4,886.27 "," 1,272.26 ", 818.69 ," 2,090.95 "
2021,Idaho," 3,005.74 "," 2,480.07 "," 5,485.81 "," 1,287.80 ", 948.61 ," 2,236.41 "
2022,Idaho," 3,380.97 "," 2,707.08 "," 6,088.05 "," 1,300.28 ", 965.13 ," 2,265.41 "
2023,Idaho," 3,506.19 "," 2,805.05 "," 6,311.24 "," 1,288.79 ", 930.72 ," 2,219.51 "
2024,Idaho," 3,631.70 "," 2,849.72 "," 6,481.42 "," 1,316.50 ", 903.75 ," 2,220.25 "
1997,Illinois," 1,481.97 "," 1,019.19 "," 2,501.16 "," 1,108.35 ", 777.24 ," 1,885.59 "
1998,Illinois," 1,459.56 "," 1,072.97 "," 2,532.53 "," 1,072.09 ", 797.63 ," 1,869.72 "
1999,Illinois," 1,498.09 "," 1,105.47 "," 2,603.56 "," 1,077.69 ", 801.57 ," 1,879.26 "
2000,Illinois," 1,493.14 "," 1,154.76 "," 2,647.90 "," 1,049.85 ", 814.27 ," 1,864.12 "
2001,Illinois," 1,509.38 "," 1,189.63 "," 2,699.01 "," 1,029.20 ", 815.45 ," 1,844.65 "
2002,Illinois," 1,504.00 "," 1,228.52 "," 2,732.52 "," 1,017.70 ", 824.38 ," 1,842.08 "
2003,Illinois," 1,555.49 "," 1,301.04 "," 2,856.53 "," 1,037.90 ", 855.98 ," 1,893.88 "
2004,Illinois," 1,605.32 "," 1,382.27 "," 2,987.59 "," 1,040.97 ", 883.30 ," 1,924.27 "
2005,Illinois," 1,678.09 "," 1,447.34 "," 3,125.43 "," 1,065.35 ", 894.35 ," 1,959.70 "
2006,Illinois," 1,748.37 "," 1,538.74 "," 3,287.11 "," 1,092.49 ", 925.60 ," 2,018.09 "
2007,Illinois," 1,844.39 "," 1,609.90 "," 3,454.29 "," 1,108.46 ", 936.17 ," 2,044.63 "
2008,Illinois," 1,913.94 "," 1,643.19 "," 3,557.13 "," 1,081.06 ", 912.29 ," 1,993.35 "
2009,Illinois," 1,864.05 "," 1,628.63 "," 3,492.68 "," 1,042.98 ", 871.67 ," 1,914.65 "
2010,Illinois," 1,881.02 "," 1,663.51 "," 3,544.53 "," 1,047.81 ", 880.65 ," 1,928.46 "
2011,Illinois," 1,960.67 "," 1,743.12 "," 3,703.79 "," 1,043.13 ", 900.12 ," 1,943.25 "
2012,Illinois," 2,018.07 "," 1,817.62 "," 3,835.69 "," 1,046.25 ", 912.06 ," 1,958.31 "
2013,Illinois," 2,053.03 "," 1,893.66 "," 3,946.69 "," 1,058.52 ", 927.83 ," 1,986.35 "
2014,Illinois," 2,128.21 "," 2,013.35 "," 4,141.56 "," 1,070.70 ", 959.94 ," 2,030.64 "
2015,Illinois," 2,150.97 "," 2,204.76 "," 4,355.73 "," 1,076.21 "," 1,020.03 "," 2,096.24 "
2016,Illinois," 2,170.22 "," 2,352.87 "," 4,523.09 "," 1,100.47 "," 1,061.41 "," 2,161.88 "
2017,Illinois," 2,180.95 "," 2,509.75 "," 4,690.70 "," 1,109.87 "," 1,113.57 "," 2,223.44 "
2018,Illinois," 2,213.62 "," 2,613.39 "," 4,827.01 "," 1,126.17 "," 1,132.48 "," 2,258.65 "
2019,Illinois," 2,248.95 "," 2,724.93 "," 4,973.88 "," 1,138.53 "," 1,150.09 "," 2,288.62 "
2020,Illinois," 2,355.09 "," 2,297.91 "," 4,653.00 "," 1,158.82 ", 945.77 ," 2,104.59 "
2021,Illinois," 2,487.74 "," 2,770.91 "," 5,258.65 "," 1,183.50 "," 1,085.24 "," 2,268.74 "
2022,Illinois," 2,700.45 "," 3,224.39 "," 5,924.84 "," 1,138.34 "," 1,161.42 "," 2,299.76 "
2023,Illinois," 2,692.98 "," 3,526.34 "," 6,219.32 "," 1,078.91 "," 1,189.17 "," 2,268.08 "
2024,Illinois," 2,681.88 "," 3,682.12 "," 6,364.00 "," 1,062.60 "," 1,200.03 "," 2,262.63 "
1997,Indiana," 1,196.31 "," 1,062.29 "," 2,258.60 ", 894.71 , 810.12 ," 1,704.83 "
1998,Indiana," 1,252.99 "," 1,091.73 "," 2,344.72 ", 920.35 , 811.57 ," 1,731.92 "
1999,Indiana," 1,307.07 "," 1,132.48 "," 2,439.55 ", 940.27 , 821.15 ," 1,761.42 "
2000,Indiana," 1,357.54 "," 1,167.25 "," 2,524.79 ", 954.50 , 823.08 ," 1,777.58 "
2001,Indiana," 1,403.00 "," 1,209.03 "," 2,612.03 ", 956.67 , 828.75 ," 1,785.42 "
2002,Indiana," 1,426.27 "," 1,243.71 "," 2,669.98 ", 965.10 , 834.57 ," 1,799.67 "
2003,Indiana," 1,465.91 "," 1,293.29 "," 2,759.20 ", 978.12 , 850.89 ," 1,829.01 "
2004,Indiana," 1,533.98 "," 1,364.35 "," 2,898.33 ", 994.71 , 871.85 ," 1,866.56 "
2005,Indiana," 1,617.40 "," 1,414.57 "," 3,031.97 "," 1,026.82 ", 874.10 ," 1,900.92 "
2006,Indiana," 1,684.37 "," 1,488.67 "," 3,173.04 "," 1,052.50 ", 895.48 ," 1,947.98 "
2007,Indiana," 1,730.47 "," 1,532.23 "," 3,262.70 "," 1,040.00 ", 891.00 ," 1,931.00 "
2008,Indiana," 1,781.68 "," 1,565.42 "," 3,347.10 "," 1,006.35 ", 869.11 ," 1,875.46 "
2009,Indiana," 1,755.95 "," 1,548.48 "," 3,304.43 ", 982.50 , 828.77 ," 1,811.27 "
2010,Indiana," 1,791.19 "," 1,579.00 "," 3,370.19 ", 997.76 , 835.91 ," 1,833.67 "
2011,Indiana," 1,880.81 "," 1,651.57 "," 3,532.38 "," 1,000.64 ", 852.84 ," 1,853.48 "
2012,Indiana," 1,974.22 "," 1,722.77 "," 3,696.99 "," 1,023.52 ", 864.47 ," 1,887.99 "
2013,Indiana," 2,042.05 "," 1,782.12 "," 3,824.17 "," 1,052.86 ", 873.17 ," 1,926.03 "
2014,Indiana," 2,103.55 "," 1,874.36 "," 3,977.91 "," 1,058.29 ", 893.67 ," 1,951.96 "
2015,Indiana," 2,147.93 "," 2,025.36 "," 4,173.29 "," 1,074.69 ", 937.03 ," 2,011.72 "
2016,Indiana," 2,208.60 "," 2,127.77 "," 4,336.37 "," 1,119.93 ", 959.86 ," 2,079.79 "
2017,Indiana," 2,290.32 "," 2,221.52 "," 4,511.84 "," 1,165.53 ", 985.68 ," 2,151.21 "
2018,Indiana," 2,252.99 "," 2,273.08 "," 4,526.07 "," 1,146.20 ", 985.01 ," 2,131.21 "
2019,Indiana," 2,290.05 "," 2,353.31 "," 4,643.36 "," 1,159.34 ", 993.24 ," 2,152.58 "
2020,Indiana," 2,391.64 "," 2,173.36 "," 4,565.00 "," 1,176.80 ", 894.50 ," 2,071.30 "
2021,Indiana," 2,508.43 "," 2,570.74 "," 5,079.17 "," 1,193.34 "," 1,006.84 "," 2,200.18 "
2022,Indiana," 2,790.55 "," 2,855.65 "," 5,646.20 "," 1,176.32 "," 1,028.60 "," 2,204.92 "
2023,Indiana," 2,834.52 "," 3,097.69 "," 5,932.21 "," 1,135.61 "," 1,044.62 "," 2,180.23 "
2024,Indiana," 2,885.58 "," 3,185.15 "," 6,070.73 "," 1,143.31 "," 1,038.06 "," 2,181.37 "
1997,Iowa," 1,442.97 ", 858.56 ," 2,301.53 "," 1,079.18 ", 654.75 ," 1,733.93 "
1998,Iowa," 1,485.51 ", 902.52 ," 2,388.03 "," 1,091.15 ", 670.91 ," 1,762.06 "
1999,Iowa," 1,542.04 ", 939.86 ," 2,481.90 "," 1,109.30 ", 681.49 ," 1,790.79 "
2000,Iowa," 1,532.56 ", 965.69 ," 2,498.25 "," 1,077.57 ", 680.95 ," 1,758.52 "
2001,Iowa," 1,604.69 ", 988.85 ," 2,593.54 "," 1,094.20 ", 677.82 ," 1,772.02 "
2002,Iowa," 1,609.61 "," 1,035.50 "," 2,645.11 "," 1,089.16 ", 694.85 ," 1,784.01 "
2003,Iowa," 1,646.61 "," 1,087.33 "," 2,733.94 "," 1,098.69 ", 715.38 ," 1,814.07 "
2004,Iowa," 1,698.91 "," 1,157.38 "," 2,856.29 "," 1,101.66 ", 739.60 ," 1,841.26 "
2005,Iowa," 1,821.71 "," 1,227.91 "," 3,049.62 "," 1,156.53 ", 758.76 ," 1,915.29 "
2006,Iowa," 1,905.21 "," 1,298.65 "," 3,203.86 "," 1,190.50 ", 781.18 ," 1,971.68 "
2007,Iowa," 1,966.56 "," 1,354.80 "," 3,321.36 "," 1,181.89 ", 787.83 ," 1,969.72 "
2008,Iowa," 2,050.97 "," 1,373.92 "," 3,424.89 "," 1,158.46 ", 762.79 ," 1,921.25 "
2009,Iowa," 2,036.19 "," 1,383.10 "," 3,419.29 "," 1,139.30 ", 740.25 ," 1,879.55 "
2010,Iowa," 2,051.83 "," 1,399.61 "," 3,451.44 "," 1,142.95 ", 740.94 ," 1,883.89 "
2011,Iowa," 2,141.69 "," 1,463.48 "," 3,605.17 "," 1,139.43 ", 755.71 ," 1,895.14 "
2012,Iowa," 2,203.08 "," 1,522.33 "," 3,725.41 "," 1,142.17 ", 763.89 ," 1,906.06 "
2013,Iowa," 2,255.52 "," 1,599.41 "," 3,854.93 "," 1,162.93 ", 783.65 ," 1,946.58 "
2014,Iowa," 2,323.39 "," 1,688.73 "," 4,012.12 "," 1,168.90 ", 805.17 ," 1,974.07 "
2015,Iowa," 2,367.63 "," 1,819.32 "," 4,186.95 "," 1,184.61 ", 841.71 ," 2,026.32 "
2016,Iowa," 2,404.85 "," 1,905.66 "," 4,310.51 "," 1,219.45 ", 859.66 ," 2,079.11 "
2017,Iowa," 2,483.29 "," 2,006.38 "," 4,489.67 "," 1,263.73 ", 890.23 ," 2,153.96 "
2018,Iowa," 2,502.23 "," 2,064.78 "," 4,567.01 "," 1,273.00 ", 894.75 ," 2,167.75 "
2019,Iowa," 2,541.12 "," 2,124.48 "," 4,665.60 "," 1,286.44 ", 896.66 ," 2,183.10 "
2020,Iowa," 2,620.69 "," 1,938.47 "," 4,559.16 "," 1,289.50 ", 797.83 ," 2,087.33 "
2021,Iowa," 2,819.01 "," 2,377.15 "," 5,196.16 "," 1,341.09 ", 931.02 ," 2,272.11 "
2022,Iowa," 3,093.46 "," 2,602.07 "," 5,695.53 "," 1,304.00 ", 937.26 ," 2,241.26 "
2023,Iowa," 3,077.42 "," 2,712.91 "," 5,790.33 "," 1,232.93 ", 914.86 ," 2,147.79 "
2024,Iowa," 3,064.05 "," 2,763.36 "," 5,827.41 "," 1,214.02 ", 900.60 ," 2,114.62 "
1997,Kansas," 1,230.78 ", 985.67 ," 2,216.45 ", 920.49 , 751.69 ," 1,672.18 "
1998,Kansas," 1,254.24 "," 1,032.87 "," 2,287.11 ", 921.27 , 767.81 ," 1,689.08 "
1999,Kansas," 1,310.74 "," 1,040.58 "," 2,351.32 ", 942.91 , 754.51 ," 1,697.42 "
2000,Kansas," 1,337.39 "," 1,079.47 "," 2,416.86 ", 940.34 , 761.18 ," 1,701.52 "
2001,Kansas," 1,404.14 "," 1,111.86 "," 2,516.00 ", 957.44 , 762.14 ," 1,719.58 "
2002,Kansas," 1,386.44 "," 1,149.91 "," 2,536.35 ", 938.15 , 771.62 ," 1,709.77 "
2003,Kansas," 1,461.34 "," 1,198.58 "," 2,659.92 ", 975.08 , 788.57 ," 1,763.65 "
2004,Kansas," 1,524.50 "," 1,253.73 "," 2,778.23 ", 988.56 , 801.17 ," 1,789.73 "
2005,Kansas," 1,566.30 "," 1,306.26 "," 2,872.56 ", 994.38 , 807.17 ," 1,801.55 "
2006,Kansas," 1,639.47 "," 1,361.49 "," 3,000.96 "," 1,024.45 ", 818.98 ," 1,843.43 "
